epoch,categorical_accuracy,loss,top_k_categorical_accuracy,val_categorical_accuracy,val_loss,val_top_k_categorical_accuracy
0,0.7370943427085876,0.6002240777015686,0.9702671766281128,0.7263343334197998,1.5628448724746704,0.9730614423751831
1,0.803273618221283,0.37836259603500366,0.9861013293266296,0.7815709710121155,1.1076419353485107,0.9861530661582947
2,0.8366833925247192,0.27622127532958984,0.9917951226234436,0.7657099962234497,1.1463615894317627,0.9852970838546753
3,0.8584542870521545,0.21480496227741241,0.9945439696311951,0.8144511580467224,0.9697830677032471,0.9900805354118347
4,0.8766222596168518,0.1666044145822525,0.9965075850486755,0.8334340453147888,0.7957598567008972,0.9934541583061218
5,0.8899932503700256,0.13351301848888397,0.9976255297660828,0.8371601104736328,0.9007167220115662,0.993504524230957
6,0.9019866585731506,0.10752943158149719,0.998326301574707,0.8525176048278809,0.888515055179596,0.9941087365150452
7,0.912178099155426,0.08842266350984573,0.9987684488296509,0.8593152165412903,0.8455451130867004,0.9943605065345764
